index,n_particles,time_single_parallel,time_full_parallel,time_single_serial,time_full_serial#THREADPOOL
0,100,0.01701807975769043,0.0910196304321289,0.0018444061279296875,0.00993657112121582
0,350,0.12033224105834961,0.8389687538146973,0.07147789001464844,0.254380464553833
0,600,0.08028674125671387,1.1108980178833008,0.15306591987609863,0.5717968940734863
0,850,0.11456799507141113,1.7085585594177246,0.2547881603240967,1.2151668071746826
0,1100,0.1620163917541504,2.118511438369751,0.3807210922241211,2.1393837928771973
0,1350,0.09298086166381836,2.1959662437438965,0.4933488368988037,3.229057550430298
0,1600,0.14744043350219727,2.5917747020721436,0.5594756603240967,4.666381120681763
0,1850,0.16293859481811523,3.4254543781280518,0.7924165725708008,5.823559284210205
0,2100,0.2440335750579834,3.7271406650543213,1.0052001476287842,7.053411483764648
0,2350,0.24599671363830566,3.9438316822052,1.1641685962677002,8.388234615325928
0,2600,0.2579164505004883,4.3399882316589355,1.4337780475616455,14.789256811141968
0,2850,0.7358314990997314,6.682226896286011,2.2930750846862793,21.33665657043457
0,3100,0.7516109943389893,6.077619314193726,1.824059009552002,20.28957438468933
0,3350,0.636817455291748,6.508352041244507,2.6970458030700684,20.568699598312378
0,3600,0.574326753616333,7.003123044967651,2.7799763679504395,27.42862296104431
0,3850,0.5596890449523926,7.803765296936035,3.4615979194641113,25.93833088874817
0,4100,0.9590282440185547,8.582144737243652,3.5787456035614014,31.218010425567627
0,4350,0.7237122058868408,9.2135910987854,4.322814464569092,31.87531805038452
0,4600,0.8872866630554199,9.780014514923096,4.358006715774536,34.67671799659729
0,4850,1.02168607711792,10.719217777252197,4.492957353591919,37.769599199295044
0,100,0.013176679611206055,0.11295962333679199,0.003230571746826172,0.015508651733398438
0,350,0.20101380348205566,1.4132976531982422,0.1315319538116455,0.3703188896179199
0,600,0.2505025863647461,2.1192495822906494,0.22963905334472656,0.8394839763641357
0,850,0.19814705848693848,2.115494966506958,0.33463144302368164,1.6679632663726807
0,1100,0.16748642921447754,3.0745725631713867,0.402493953704834,2.5400235652923584
0,1350,0.1104118824005127,2.413658618927002,0.5052380561828613,3.3877599239349365
0,1600,0.12788748741149902,3.0454585552215576,0.6403307914733887,4.6567394733428955
0,1850,0.20427393913269043,3.087628126144409,0.9029819965362549,5.942018270492554
0,2100,0.22592973709106445,3.773409128189087,1.117462396621704,7.326925754547119
0,2350,0.21834206581115723,3.6769659519195557,1.2265565395355225,9.086073875427246
0,2600,0.3321506977081299,4.660367012023926,1.551316499710083,11.436197757720947
0,2850,0.4303421974182129,5.22649621963501,1.9256513118743896,14.53724718093872
0,3100,0.4010491371154785,5.513495683670044,2.0532543659210205,17.554644107818604
0,3350,0.4768986701965332,6.521520614624023,2.3679490089416504,21.05494785308838
0,3600,0.6445870399475098,6.994414567947388,2.3172848224639893,22.181052923202515
0,3850,0.7253806591033936,7.3401267528533936,2.918302536010742,24.894521951675415
0,4100,0.7089126110076904,8.16550350189209,3.981705904006958,27.9091899394989
0,4350,0.8359732627868652,9.13652777671814,4.157474040985107,31.312822103500366
0,4600,0.9558417797088623,9.310651063919067,4.782455921173096,37.09359002113342
0,4850,0.876042366027832,10.819928884506226,5.030604839324951,37.76099705696106
0,100,0.012830495834350586,0.11852550506591797,0.0029757022857666016,0.023975372314453125
0,350,0.14949893951416016,1.3363311290740967,0.1768655776977539,0.3998596668243408
0,600,0.32871055603027344,1.7096796035766602,0.2223224639892578,0.947037935256958
0,850,0.17138004302978516,2.3712902069091797,0.31772708892822266,1.671778678894043
0,1100,0.2860727310180664,2.595069646835327,0.4163391590118408,2.6079788208007812
0,1350,0.1599891185760498,2.734611988067627,0.543499231338501,3.6380441188812256
0,1600,0.15996193885803223,3.043837547302246,0.7009758949279785,4.82932710647583
0,1850,0.16860532760620117,3.221832752227783,0.8752274513244629,5.989698648452759
0,2100,0.180389404296875,3.5979115962982178,1.0001583099365234,7.252672433853149
0,2350,0.23447036743164062,3.5670857429504395,1.0293474197387695,8.685808897018433
0,2600,0.2929370403289795,4.190894365310669,1.452226161956787,11.332801818847656
0,2850,0.4077489376068115,5.017482757568359,1.6703033447265625,14.036494493484497
0,3100,0.45926356315612793,5.421306371688843,2.14225172996521,16.344958305358887
0,3350,0.4645969867706299,6.065109491348267,2.7992801666259766,20.509637594223022
0,3600,0.5937025547027588,6.710901975631714,2.9836461544036865,22.085443019866943
0,3850,0.6787960529327393,7.401842355728149,3.3509318828582764,25.33233618736267
0,4100,0.6221375465393066,8.21656346321106,3.4236929416656494,28.21995210647583
0,4350,0.8545646667480469,9.481371879577637,4.079596281051636,30.833266496658325
0,4600,0.9615740776062012,10.300311803817749,4.094470500946045,33.86949062347412
0,4850,1.012502908706665,12.041445016860962,5.6039557456970215,38.22148537635803
0,100,0.014697551727294922,0.13094115257263184,0.0029654502868652344,0.020125150680541992
0,350,0.12048649787902832,1.6148502826690674,0.18333649635314941,0.3307340145111084
0,600,0.23646140098571777,2.120525360107422,0.23289847373962402,0.8142123222351074
0,850,0.2521789073944092,2.4532368183135986,0.3117804527282715,1.6227855682373047
0,1100,0.2839381694793701,2.791724443435669,0.41089940071105957,2.752683401107788
0,1350,0.15697193145751953,2.440359592437744,0.5771074295043945,3.252207040786743
0,1600,0.13944411277770996,1.728644609451294,0.49759864807128906,4.308239459991455
0,1850,0.2198176383972168,3.2731075286865234,0.8456854820251465,5.704758405685425
0,2100,0.21456074714660645,3.751088857650757,0.9435205459594727,7.32077169418335
0,2350,0.23575615882873535,3.7325093746185303,1.0763583183288574,8.974255323410034
0,2600,0.2669808864593506,4.2774693965911865,1.5760595798492432,11.421536207199097
0,2850,0.38216447830200195,5.23394513130188,1.588395357131958,14.271192789077759
0,3100,0.47916483879089355,5.999966621398926,1.8328452110290527,16.877811431884766
0,3350,0.5254795551300049,6.208113431930542,2.6060309410095215,19.853069305419922
0,3600,0.5812423229217529,7.113561391830444,2.3994603157043457,22.389938354492188
0,3850,0.6130990982055664,7.491383075714111,2.6751463413238525,25.74105930328369
0,4100,0.6600425243377686,8.538353681564331,3.744089126586914,28.067413091659546
0,4350,0.6799395084381104,8.999780178070068,3.718310832977295,31.60770535469055
0,4600,0.846381425857544,10.08866834640503,4.647677659988403,35.361557483673096
0,4850,0.9699916839599609,10.621615171432495,4.6019463539123535,38.80474615097046
0,100,0.01967024803161621,0.15198945999145508,0.002997159957885742,0.017288684844970703
0,350,0.1911935806274414,1.6177589893341064,0.158707857131958,0.3568089008331299
0,600,0.22282052040100098,1.7761867046356201,0.2357163429260254,0.995842456817627
0,850,0.17368030548095703,2.1727380752563477,0.31966686248779297,1.6555829048156738
0,1100,0.23215150833129883,2.6456313133239746,0.4513099193572998,2.6842198371887207
0,1350,0.17861127853393555,2.405557155609131,0.46764564514160156,3.206167697906494
0,1600,0.14917755126953125,2.917815685272217,0.6146306991577148,4.577498197555542
0,1850,0.22404789924621582,2.983870267868042,0.7923660278320312,5.727900266647339
0,2100,0.23801040649414062,3.9152300357818604,1.0581028461456299,7.341675043106079
0,2350,0.22475194931030273,3.966597080230713,1.2685778141021729,8.752972841262817
0,2600,0.3067028522491455,4.011220693588257,1.3951144218444824,10.92094111442566
0,2850,0.41261863708496094,5.087326288223267,1.5418436527252197,14.526450395584106
0,3100,0.5564417839050293,5.495765447616577,1.9279954433441162,17.971237421035767
0,3350,0.6919620037078857,6.398058652877808,2.6264171600341797,20.346492767333984
0,3600,0.6480493545532227,7.105578899383545,2.774587631225586,24.528825759887695
0,3850,0.811223030090332,8.484548568725586,3.9585318565368652,26.6057608127594
0,4100,0.6118907928466797,8.056708335876465,3.692081928253174,27.759616136550903
0,4350,0.7688939571380615,8.43993353843689,4.180563449859619,31.189083576202393
0,4600,0.7913658618927002,9.595933198928833,3.8943593502044678,35.02062106132507
0,4850,0.8418183326721191,10.782304286956787,5.440263986587524,41.628448724746704
0,100,0.015364885330200195,0.11769533157348633,0.00244903564453125,0.012289285659790039
0,350,0.15614914894104004,1.7656538486480713,0.16318082809448242,0.308657169342041
0,600,0.15563130378723145,2.1433942317962646,0.26120901107788086,0.862541675567627
0,850,0.13403034210205078,2.351992130279541,0.3175363540649414,1.6415119171142578
0,1100,0.22923636436462402,2.581583023071289,0.4580063819885254,2.646223783493042
0,1350,0.14090943336486816,2.3725426197052,0.5485537052154541,3.3934857845306396
0,1600,0.12084841728210449,3.103501319885254,0.6921052932739258,5.229019403457642
0,1850,0.16335487365722656,3.3601717948913574,0.8884754180908203,6.101805686950684
0,2100,0.19954204559326172,3.3969736099243164,0.8680875301361084,7.235641956329346
0,2350,0.2235405445098877,3.9535818099975586,1.2381618022918701,8.789448976516724
0,2600,0.2871570587158203,4.058290004730225,1.342689037322998,11.638578653335571
0,2850,0.42734527587890625,5.175469398498535,1.6850485801696777,14.48930811882019
0,3100,0.5372824668884277,5.506560325622559,1.9101243019104004,17.551748991012573
0,3350,0.5426692962646484,6.5101964473724365,2.153564691543579,20.621477842330933
0,3600,0.6826460361480713,6.884792327880859,2.3806912899017334,22.272011280059814
0,3850,0.6963458061218262,7.906986713409424,2.9578375816345215,25.130162715911865
0,4100,0.6916582584381104,7.98486590385437,3.786841869354248,28.375775814056396
0,4350,0.8237385749816895,9.154149532318115,3.9003546237945557,31.197303295135498
0,4600,0.9082167148590088,9.839754104614258,4.6194446086883545,35.36070990562439
0,4850,0.993401288986206,10.787509679794312,4.860502481460571,38.17815375328064
0,100,0.014238834381103516,0.11221671104431152,0.0022535324096679688,0.016489028930664062
0,350,0.10873293876647949,0.7342827320098877,0.0685274600982666,0.4001343250274658
0,600,0.09643936157226562,2.08376407623291,0.2350304126739502,0.8301818370819092
0,850,0.12214994430541992,2.2578201293945312,0.2915785312652588,1.753580093383789
0,1100,0.17110657691955566,2.9064385890960693,0.41150498390197754,2.767690896987915
0,1350,0.17741107940673828,2.85143780708313,0.5456910133361816,3.6933467388153076
0,1600,0.13113045692443848,3.298128366470337,0.7076969146728516,4.768318176269531
0,1850,0.1935276985168457,3.136586904525757,0.8655145168304443,6.441009283065796
0,2100,0.22912383079528809,3.8849833011627197,1.134460210800171,7.393800735473633
0,2350,0.23000621795654297,3.8505537509918213,1.2904582023620605,9.076202154159546
0,2600,0.3090343475341797,4.367377281188965,1.5302810668945312,11.520055294036865
0,2850,0.37329721450805664,4.700916051864624,1.672581672668457,13.552150964736938
0,3100,0.5494880676269531,5.298746109008789,2.0351450443267822,17.066529750823975
0,3350,0.482403039932251,6.398516654968262,2.4076547622680664,20.29218888282776
0,3600,0.6791551113128662,6.969675540924072,3.052555799484253,23.330575942993164
0,3850,0.5277762413024902,7.159796714782715,3.1977686882019043,26.130006074905396
0,4100,0.6728572845458984,8.407700777053833,3.717475175857544,27.75201654434204
0,4350,0.7296550273895264,9.176273107528687,4.266756296157837,32.09218502044678
0,4600,0.852607011795044,10.258212566375732,3.890300989151001,34.26677179336548
0,4850,1.0677354335784912,11.174389362335205,4.47932243347168,39.851738929748535
0,100,0.014736413955688477,0.10740351676940918,0.0020906925201416016,0.010583877563476562
0,350,0.12532639503479004,1.4482440948486328,0.18022537231445312,0.3424339294433594
0,600,0.22122502326965332,1.8717095851898193,0.22010254859924316,0.809136152267456
0,850,0.17703580856323242,2.3685545921325684,0.27752161026000977,1.7423274517059326
0,1100,0.23627424240112305,3.078641653060913,0.4494516849517822,2.6863961219787598
0,1350,0.34210777282714844,3.243516445159912,0.5073282718658447,3.7134547233581543
0,1600,0.195967435836792,3.5927631855010986,0.737506628036499,5.010546445846558
0,1850,0.2863805294036865,3.713275194168091,0.8819994926452637,6.542233943939209
0,2100,0.3424854278564453,4.3067543506622314,1.1014699935913086,8.006772756576538
0,2350,0.21837973594665527,4.121475696563721,1.2074432373046875,8.747929096221924
0,2600,0.31435251235961914,4.341208457946777,1.4179887771606445,11.150217533111572
0,2850,0.3685328960418701,5.0492188930511475,1.7019851207733154,14.307433366775513
0,3100,0.5493552684783936,5.480842113494873,2.3519911766052246,17.522597074508667
0,3350,0.5005009174346924,6.091918468475342,2.374842643737793,20.0798180103302
0,3600,0.6408252716064453,7.074880838394165,2.7796239852905273,22.27599000930786
0,3850,0.5338385105133057,7.72260856628418,3.434061288833618,25.725682973861694
0,4100,0.7900080680847168,8.048879623413086,3.5225017070770264,28.642133712768555
0,4350,0.8047404289245605,8.956366062164307,4.025206089019775,32.21031928062439
0,4600,0.7380127906799316,9.606361865997314,4.117381572723389,35.80755376815796
0,4850,1.0317411422729492,10.632735252380371,4.961496114730835,39.09433364868164
0,100,0.014780282974243164,0.11839056015014648,0.002215862274169922,0.017338991165161133
0,350,0.12043571472167969,1.5714869499206543,0.17121672630310059,0.3654212951660156
0,600,0.18647050857543945,1.6256403923034668,0.21842002868652344,0.9357137680053711
0,850,0.21001577377319336,2.4114387035369873,0.3470618724822998,1.6222007274627686
0,1100,0.24031782150268555,2.686051368713379,0.42354512214660645,2.6409084796905518
0,1350,0.1328723430633545,2.7079203128814697,0.5725531578063965,3.368619441986084
0,1600,0.1370248794555664,2.840430736541748,0.6820328235626221,4.399298191070557
0,1850,0.14577198028564453,3.307619333267212,0.8490478992462158,6.351216793060303
0,2100,0.23197412490844727,3.4214205741882324,0.9844744205474854,7.39525294303894
0,2350,0.30910611152648926,4.257914066314697,1.1675021648406982,8.940529346466064
0,2600,0.2841153144836426,4.312265872955322,1.2901761531829834,11.474772691726685
0,2850,0.45265841484069824,4.93687105178833,1.71323823928833,14.602163791656494
0,3100,0.49849796295166016,5.573755979537964,1.9604907035827637,17.428916454315186
0,3350,0.401461124420166,6.073062181472778,2.372966766357422,20.408645153045654
0,3600,0.6165087223052979,6.858835697174072,2.415802001953125,22.651341438293457
0,3850,0.7117702960968018,7.522886514663696,2.8342888355255127,25.561159372329712
0,4100,0.6532111167907715,8.590821504592896,3.6729161739349365,29.455338716506958
0,4350,0.846649169921875,8.97783875465393,3.910968065261841,31.19476628303528
0,4600,0.9269528388977051,9.652488470077515,4.795400381088257,34.8958306312561
0,4850,1.044912338256836,10.624018907546997,4.989302158355713,40.92948055267334
0,100,0.020467519760131836,0.192244291305542,0.00312042236328125,0.024967432022094727
